"Поисковая фраза","Поисковая система","Визиты","Посетители","Отказы","Глубина просмотра","Время на сайте"
"средневолжский подшипниковый завод санкции","Яндекс","1","1","0.0","1.0","00:00:15"
"ссылка на документ в котором указаны организации в отношении которых введены санкции","Яндекс","1","1","0.0","1.0","00:03:43"
"ссылка на сайт сша ао микрон в санкционном списке","Яндекс","1","1","0.0","1.0","00:01:01"
"ст. 28 е Положения о мерах, связанных с ситуацией на Украине Швейцария","Яндекс","1","1","0.0","1.0","00:00:30"
"станционный список сша","Яндекс","1","1","0.0","2.0","00:00:45"
"статистика по введенным санкциям 2024","Яндекс","1","1","0.0","7.0","00:02:57"
"статистика продовольственной безопасности сша","Яндекс","1","1","0.0","1.0","00:00:15"
"страны находящиеся под санкциями ofac","Яндекс","1","1","0.0","1.0","00:00:15"
"страны попавшие в санкционные списки","Яндекс","1","1","1.0","1.0","00:00:00"
"стратегический экспортный контроль великобритании","Яндекс","1","1","0.0","1.0","00:03:19"
"страховые компании под санкциями 2024 список","Яндекс","1","1","0.0","1.0","00:31:02"
"страховые компании попавшие под санкции вск список 2024 год","Яндекс","1","1","0.0","1.0","00:01:36"
"страховые компании россии внесенные в санкционные списки","Яндекс","1","1","0.0","1.0","00:00:29"
"суда и судовладельцы под санкциями сша и евросоюза списки где узнать","Яндекс","1","1","0.0","1.0","00:00:34"
"сша ввели накануне санкции в отношении ао «ланит»","Яндекс","1","1","0.0","1.0","00:00:25"
"сша опубликовали руководство по соблюдению требований американского экспортного контроля и санкционного законодательства для физических лиц и компаний из третьих стран","Яндекс","1","1","1.0","1.0","00:00:06"
"сша официальный сайт с санкциями за все года","Яндекс","1","1","1.0","1.0","00:00:00"
"сша присоединились к 7 пакету","Яндекс","1","1","1.0","1.0","00:00:10"
"сша санкции все ссылки","Яндекс","1","1","1.0","1.0","00:00:00"
"сша – антидемпинговые меры в отношении горячекатаной плоской углеродистой сталепродукции (ds 586)","Яндекс","1","1","1.0","1.0","00:00:00"
"тайвань список высокоприоритетных товаров","Яндекс","1","1","0.0","1.0","00:02:17"
